Throughput:,2600.000000
Iteration speed:,999
Interval between vehicle spawns:,30
Lanes in total:,4
Plsubus lanes:,2
Time stopped spawning cars, 3600
Duration of simulation, 3795
Total number of cars:,2619
ID, TYPE, LANE, SECS ON BRIDGE, AVG SPEED, TIME WAITED FOR GREEN
913,Car,3,359,6.699,97
914,Car,4,202,11.931,77
915,Car,4,202,11.926,76
916,Car,4,202,11.938,75
917,Car,3,359,6.659,95
918,Car,3,360,6.697,95
919,Car,4,202,11.938,76
920,Car,3,360,6.700,93
921,Car,3,360,6.689,94
922,Car,4,202,11.887,77
923,Car,3,360,6.682,92
924,Car,3,360,6.681,91
925,Car,4,202,11.891,75
926,Car,4,196,12.263,68
927,Car,3,350,6.870,84
928,Car,3,350,6.853,82
929,Car,4,196,12.243,62
930,Car,4,229,10.513,90
931,Car,4,229,10.499,89
932,Car,3,350,6.835,81
933,Car,3,351,6.872,77
934,Car,4,229,10.490,87
935,Car,4,229,10.479,85
936,Car,4,229,10.476,86
937,Car,3,350,6.819,74
938,Car,3,350,6.830,71
939,Bus,3,354,6.798,64
940,Car,4,229,10.457,80
941,Car,3,353,6.824,63
942,Car,4,230,10.478,81
943,Car,3,353,6.802,61
944,Car,3,323,7.460,58
945,Car,4,230,10.480,78
946,Car,3,323,7.465,56
947,Car,4,200,12.045,73
948,Car,4,199,12.038,69
949,Car,3,354,6.807,85
950,Car,4,199,12.038,70
951,Car,3,354,6.793,82
952,Car,4,199,12.032,71
953,Car,3,354,6.785,82
954,Car,3,354,6.765,80
955,Car,4,200,12.000,69
956,Car,3,354,6.758,81
957,Car,3,355,6.793,80
958,Car,4,200,12.042,67
959,Car,4,201,11.963,68
960,Car,3,354,6.743,80
961,Car,3,354,6.750,81
962,Car,3,354,6.753,80
963,Car,3,355,6.747,81
964,Car,4,201,11.970,66
965,Car,3,355,6.752,83
966,Car,3,355,6.745,83
967,Car,3,356,6.774,83
968,Car,4,201,11.994,65
969,Car,4,201,11.948,66
970,Car,4,191,12.608,54
971,Car,4,191,12.592,50
972,Car,3,351,6.867,83
973,Car,3,351,6.854,83
974,Car,3,351,6.847,84
975,Car,3,351,6.853,83
976,Car,3,351,6.857,82
977,Car,3,351,6.842,83
978,Car,3,351,6.844,83
979,Car,4,191,12.590,49
980,Car,3,384,6.264,110
981,Car,4,223,10.801,78
982,Car,3,383,6.254,103
983,Car,4,223,10.768,75
984,Car,4,223,10.774,73
985,Car,3,383,6.262,93
986,Car,4,223,10.759,69
987,Car,4,224,10.756,68
988,Car,4,224,10.735,68
989,Car,4,224,10.742,68
990,Car,4,224,10.736,68
991,Car,3,383,6.239,91
992,Car,4,190,12.649,61
993,Car,4,190,12.650,61
994,Car,4,190,12.631,59
995,Car,4,190,12.662,59
996,Car,3,350,6.875,86
997,Car,4,191,12.617,57
998,Car,3,350,6.857,84
999,Car,3,350,6.858,83
1000,Car,4,190,12.603,58
1001,Car,4,190,12.633,55
1002,Car,3,350,6.868,81
1003,Car,3,350,6.858,79
1004,Car,4,190,12.620,53
1005,Car,3,350,6.857,76
1006,Car,3,350,6.834,73
1007,Car,4,190,12.620,53
1008,Car,4,191,12.575,51
1009,Car,3,351,6.867,72
1010,Car,3,350,6.826,68
1011,Car,4,191,12.601,49
1012,Car,4,191,12.596,46
1013,Car,4,223,10.755,76
1014,Car,3,345,6.983,70
1015,Car,3,345,6.968,74
1016,Car,3,345,6.981,76
1017,Plus Bus,1,58,41.469,0
1018,Car,4,221,10.870,75
1019,Car,3,345,6.970,78
1020,Car,4,222,10.861,72
1021,Car,3,345,6.980,79
1022,Car,4,221,10.849,71
1023,Car,4,221,10.841,69
1024,Car,4,221,10.848,69
1025,Car,3,345,6.987,80
1026,Car,3,345,6.988,81
1027,Car,3,344,6.944,82
1028,Car,4,221,10.832,70
1029,Car,4,222,10.825,71
1030,Car,4,222,10.841,70
1031,Car,4,222,10.788,69
1032,Car,3,378,6.380,113
1033,Car,4,222,10.809,69
1034,Plus Bus,1,57,42.193,0
1035,Car,3,378,6.378,112
1036,Car,4,182,13.203,49
1037,Car,3,338,7.119,111
1038,Car,4,182,13.231,47
1039,Car,4,182,13.193,46
1040,Car,3,338,7.126,110
1041,Car,4,183,13.153,45
1042,Car,4,183,13.176,43
1043,Car,4,183,13.141,41
1044,Car,3,338,7.077,109
1045,Car,4,183,13.132,40
1046,Car,3,338,7.077,109
1047,Car,3,338,7.081,109
1048,Car,4,183,13.137,40
1049,Car,4,183,13.177,40
1050,Car,4,184,13.075,40
1051,Car,4,216,11.133,70
1052,Car,3,338,7.088,108
1053,Car,4,216,11.121,70
1054,Car,4,216,11.123,68
1055,Car,4,217,11.102,66
1056,Car,3,339,7.101,102
1057,Car,4,217,11.102,69
1058,Car,4,217,11.098,70
1059,Car,3,336,7.145,99
1060,Car,4,217,11.092,70
1061,Car,4,217,11.064,70
1062,Car,4,217,11.076,71
1063,Car,3,336,7.160,100
1064,Car,4,217,11.068,70
1065,Car,3,336,7.150,93
1066,Car,3,336,7.166,85
1067,Car,3,336,7.166,79
1068,Car,4,217,11.067,70
1069,Car,3,336,7.123,79
1070,Car,3,336,7.113,75
1071,Car,4,217,11.038,70
1072,Car,3,337,7.151,73
1073,Car,4,217,11.053,71
1074,Car,4,217,11.066,72
1075,Car,3,337,7.151,69
1076,Car,3,336,7.103,68
1077,Car,4,217,11.030,73
1078,Car,4,218,11.055,72
1079,Car,3,336,7.115,67
1080,Car,3,292,8.201,66
1081,Car,3,324,7.388,96
1082,Car,4,179,13.435,43
1083,Car,4,179,13.425,43
1084,Car,4,179,13.439,43
1085,Car,3,325,7.399,92
1086,Car,4,179,13.473,43
1087,Car,3,325,7.393,92
1088,Car,4,179,13.463,43
1089,Car,3,325,7.402,87
1090,Car,4,211,11.418,73
1091,Car,3,325,7.399,87
1092,Car,4,211,11.395,73
1093,Car,4,211,11.371,72
1094,Car,4,211,11.355,73
1095,Car,3,325,7.384,85
1096,Car,4,211,11.349,74
1097,Car,4,212,11.355,73
1098,Car,4,212,11.348,73
1099,Car,4,212,11.342,74
1100,Car,4,212,11.357,74
1101,Car,4,212,11.344,75
1102,Car,3,325,7.375,82
1103,Car,4,212,11.337,75
1104,Car,4,212,11.318,75
1105,Car,3,325,7.391,81
1106,Car,4,212,11.297,75
1107,Car,3,325,7.396,81
1108,Car,4,213,11.305,73
1109,Car,3,326,7.387,77
1110,Plus Bus,2,57,41.614,0
1111,Car,4,213,11.318,74
1112,Car,4,212,11.308,75
1113,Car,4,213,11.301,76
1114,Car,4,213,11.299,77
1115,Car,4,213,11.259,77
1116,Car,4,214,11.262,77
1117,Car,4,246,9.774,106
1118,Car,4,246,9.750,105
1119,Car,3,326,7.389,77
1120,Car,3,326,7.340,73
1121,Car,4,247,9.734,104
1122,Car,3,327,7.368,75
1123,Car,3,326,7.347,76
1124,Car,4,210,11.431,78
1125,Car,3,276,8.662,77
1126,Car,3,276,8.689,77
1127,Car,3,276,8.692,77
1128,Car,3,276,8.681,77
1129,Car,3,277,8.703,78
1130,Car,4,210,11.445,79
1131,Car,3,277,8.687,79
1132,Car,3,277,8.701,80
1133,Car,4,210,11.479,79
1134,Car,3,310,7.773,111
1135,Car,3,310,7.780,111
1136,Car,3,310,7.757,107
1137,Car,4,210,11.470,78
1138,Car,3,310,7.759,107
1139,Car,4,210,11.458,78
1140,Plus Bus,1,58,41.565,0
1141,Car,4,210,11.456,78
1142,Car,3,310,7.766,107
1143,Car,3,310,7.770,105
1144,Car,4,210,11.460,77
1145,Car,4,210,11.471,77
1146,Car,4,210,11.468,77
1147,Car,3,310,7.756,105
1148,Car,3,310,7.735,103
1149,Car,3,311,7.755,100
1150,Car,3,310,7.700,100
1151,Car,3,311,7.747,96
1152,Car,3,311,7.751,91
1153,Car,4,210,11.442,73
1154,Car,3,311,7.748,87
1155,Car,3,311,7.713,81
1156,Car,3,311,7.722,79
1157,Car,3,311,7.747,78
1158,Car,3,311,7.741,76
1159,Car,3,311,7.690,76
1160,Car,3,311,7.707,76
1161,Car,4,210,11.463,74
1162,Car,4,210,11.446,74
1163,Car,4,210,11.421,73
1164,Car,3,311,7.723,76
1165,Car,4,210,11.453,70
1166,Car,4,210,11.457,70
1167,Car,4,211,11.387,71
1168,Car,3,341,7.029,107
1169,Car,3,341,7.027,108
1170,Car,3,341,7.037,107
1171,Car,3,341,7.018,106
1172,Car,3,341,7.021,105
1173,Car,4,197,12.220,62
1174,Car,3,311,7.705,102
1175,Car,3,311,7.686,102
1176,Car,4,197,12.197,61
1177,Car,3,311,7.712,101
1178,Car,3,311,7.678,101
1179,Car,4,230,10.482,92
1180,Car,4,229,10.454,91
1181,Car,3,312,7.717,100
1182,Car,3,312,7.653,101
1183,Car,3,312,7.662,101
1184,Car,4,230,10.476,89
1185,Car,3,313,7.698,102
1186,Car,3,313,7.697,103
1187,Car,4,200,12.045,79
1188,Car,4,200,12.014,78
1189,Car,4,200,12.012,78
1190,Car,4,200,11.977,76
1191,Car,4,201,11.993,73
1192,Car,3,313,7.705,101
1193,Car,4,201,11.970,68
1194,Car,4,201,11.986,68
1195,Car,3,313,7.690,99
1196,Car,3,313,7.693,95
1197,Car,3,313,7.695,94
1198,Car,3,313,7.694,86
1199,Car,3,313,7.644,87
1200,Car,4,201,11.994,68
1201,Car,3,346,6.954,112
1202,Car,4,200,11.970,66
1203,Car,3,346,6.963,106
1204,Car,3,346,6.966,103
1205,Car,3,346,6.964,103
1206,Car,4,201,11.972,63
1207,Car,3,346,6.965,105
1208,Car,3,345,6.918,106
1209,Car,4,201,11.992,64
1210,Car,4,201,11.955,64
1211,Car,3,345,6.933,106
1212,Car,4,188,12.806,54
1213,Car,3,343,7.019,106
1214,Car,3,343,6.965,106
1215,Car,3,343,6.968,107
1216,Car,3,343,6.957,106
1217,Car,3,344,7.003,100
1218,Car,3,343,6.958,96
1219,Car,4,188,12.747,52
1220,Car,4,188,12.773,52
1221,Car,4,188,12.767,51
1222,Car,4,188,12.756,51
1223,Car,4,188,12.755,52
1224,Car,3,343,6.960,96
1225,Car,4,220,10.898,81
1226,Car,4,220,10.896,80
1227,Car,3,343,6.983,93
1228,Car,4,221,10.906,80
1229,Car,4,220,10.889,81
1230,Car,4,191,12.588,73
1231,Car,4,191,12.596,69
1232,Car,4,191,12.571,67
1233,Car,3,343,6.999,91
1234,Car,4,191,12.550,67
1235,Car,4,192,12.560,67
1236,Car,3,312,7.699,85
1237,Car,3,313,7.702,82
1238,Car,4,192,12.554,66
1239,Car,3,313,7.702,82
1240,Car,3,312,7.611,80
1241,Car,4,191,12.547,66
1242,Car,4,191,12.593,66
1243,Car,3,313,7.629,77
1244,Car,4,191,12.566,64
1245,Car,4,192,12.558,63
1246,Car,3,346,6.968,104
1247,Car,3,346,6.968,104
1248,Car,4,191,12.551,60
1249,Car,4,191,12.533,58
1250,Plus Bus,2,79,30.508,13
1251,Car,3,346,6.971,101
1252,Car,4,192,12.549,57
1253,Car,3,345,6.927,100
1254,Car,4,192,12.541,52
1255,Car,4,191,12.554,51
1256,Car,3,334,7.136,100
1257,Car,3,334,7.151,101
1258,Car,3,335,7.139,101
1259,Car,3,336,7.162,100
1260,Car,4,187,12.852,48
1261,Car,4,219,10.965,77
1262,Car,3,335,7.134,101
1263,Plus Bus,1,55,43.483,0
1264,Car,4,219,10.938,75
1265,Car,3,335,7.128,102
1266,Car,4,220,10.939,73
1267,Car,3,335,7.135,104
1268,Car,4,220,10.959,70
1269,Car,4,219,10.942,66
1270,Car,3,335,7.106,103
1271,Car,4,219,10.958,67
1272,Car,4,220,10.931,67
1273,Car,3,335,7.114,101
1274,Car,4,220,10.957,69
1275,Car,4,220,10.934,70
1276,Car,4,220,10.909,72
1277,Car,4,221,10.885,74
1278,Car,3,300,8.029,100
1279,Car,3,300,8.030,97
1280,Car,3,300,8.033,96
1281,Car,4,188,12.800,58
1282,Car,4,187,12.808,57
1283,Car,3,300,7.993,90
1284,Car,3,300,8.010,87
1285,Car,4,188,12.787,52
1286,Car,3,300,8.036,80
1287,Car,3,300,8.001,81
1288,Car,4,188,12.788,50
1289,Car,3,300,7.943,79
1290,Car,3,333,7.230,105
1291,Car,3,333,7.202,106
1292,Car,4,188,12.811,49
1293,Car,3,334,7.220,107
1294,Car,4,188,12.783,47
1295,Car,3,334,7.212,106
1296,Car,4,188,12.808,46
1297,Plus Bus,2,68,35.455,6
1298,Car,3,334,7.219,105
1299,Car,4,188,12.820,46
1300,Car,4,181,13.246,44
1301,Car,4,181,13.230,44
1302,Car,3,331,7.213,107
1303,Car,4,214,11.232,73
1304,Car,4,214,11.199,73
1305,Car,4,215,11.218,69
1306,Car,4,214,11.204,66
1307,Car,3,332,7.247,108
1308,Car,3,332,7.244,107
1309,Car,3,332,7.256,105
1310,Car,4,215,11.203,64
1311,Car,3,331,7.207,105
1312,Car,3,332,7.206,104
1313,Car,4,215,11.215,64
1314,Car,4,215,11.191,67
1315,Car,3,332,7.210,104
1316,Car,4,215,11.205,69
1317,Car,3,333,7.232,102
1318,Car,3,332,7.182,101
1319,Car,3,332,7.190,101
1320,Car,3,332,7.177,100
1321,Car,4,215,11.218,71
1322,Car,4,176,13.689,44
1323,Car,4,176,13.676,44
1324,Car,4,176,13.701,43
1325,Car,3,293,8.134,96
1326,Car,3,293,8.143,94
1327,Car,4,176,13.652,40
1328,Car,4,176,13.666,40
1329,Car,4,177,13.613,40
1330,Car,3,293,8.131,93
1331,Car,4,177,13.625,40
1332,Car,4,176,13.607,40
1333,Car,3,294,8.200,94
1334,Car,3,293,8.137,94
1335,Car,4,177,13.603,41
1336,Car,3,326,7.385,122
1337,Car,3,325,7.337,120
1338,Car,4,177,13.613,41
1339,Car,4,177,13.611,41
1340,Car,4,177,13.599,40
1341,Car,3,326,7.389,119
1342,Car,4,210,11.466,70
1343,Car,4,210,11.442,69
1344,Car,4,210,11.438,67
1345,Car,4,210,11.451,64
1346,Car,3,325,7.409,118
1347,Car,4,210,11.434,64
1348,Car,4,210,11.417,62
1349,Car,3,325,7.412,118
1350,Car,3,325,7.413,118
1351,Car,3,324,7.365,119
1352,Car,3,325,7.418,117
1353,Car,3,325,7.383,114
1354,Car,4,211,11.427,62
1355,Car,4,211,11.426,61
1356,Car,4,210,11.421,60
1357,Car,3,325,7.395,109
1358,Car,4,211,11.408,59
1359,Car,4,211,11.412,59
1360,Car,3,325,7.379,106
1361,Car,3,325,7.358,105
1362,Car,3,325,7.391,103
1363,Car,4,211,11.430,55
1364,Car,4,211,11.369,53
1365,Car,4,211,11.368,53
1366,Plus Bus,1,55,43.582,0
1367,Car,4,172,13.968,20
1368,Car,4,172,13.963,19
1369,Car,4,172,14.011,18
1370,Car,4,172,14.005,17
1371,Car,4,172,13.922,16
1372,Car,4,172,13.996,16
1373,Car,3,280,8.565,100
1374,Car,4,172,13.932,14
1375,Car,3,280,8.576,100
1376,Car,3,280,8.506,97
1377,Plus Bus,1,58,41.237,0
1378,Car,4,204,11.754,43
1379,Car,3,281,8.568,99
1380,Car,3,281,8.552,98
1381,Car,3,281,8.542,100
1382,Car,3,281,8.542,101
1383,Car,4,204,11.776,42
1384,Car,4,205,11.753,41
1385,Car,4,205,11.742,40
1386,Car,4,205,11.754,39
1387,Car,3,281,8.537,102
1388,Car,3,313,7.642,133
1389,Car,4,205,11.712,37
1390,Car,4,205,11.697,34
1391,Car,4,205,11.691,33
1392,Car,4,206,11.691,31
1393,Car,4,206,11.685,31
1394,Car,3,313,7.653,134
1395,Car,3,314,7.673,134
1396,Plus Bus,2,55,43.120,0
1397,Car,4,206,11.686,30
1398,Car,3,314,7.681,131
1399,Car,3,313,7.641,132
1400,Car,4,206,11.675,31
1401,Car,3,314,7.666,132
1402,Car,3,314,7.646,133
1403,Car,4,206,11.680,29
1404,Car,4,206,11.705,28
1405,Car,4,206,11.703,27
1406,Car,4,206,11.644,25
1407,Car,3,314,7.662,132
1408,Car,4,206,11.672,24
1409,Car,4,206,11.687,23
1410,Car,3,265,9.070,101
1411,Car,3,265,9.099,101
1412,Car,4,167,14.421,21
1413,Car,3,265,9.022,101
1414,Car,3,266,9.058,102
1415,Car,4,167,14.423,22
1416,Car,3,265,9.020,102
1417,Car,4,198,12.093,51
1418,Bus,3,267,8.958,100
1419,Car,4,199,12.090,49
1420,Car,3,267,9.023,100
1421,Car,3,267,9.016,94
1422,Car,3,266,8.984,91
1423,Car,3,266,8.979,90
1424,Car,3,267,9.021,91
1425,Car,4,199,12.080,46
1426,Car,4,199,12.070,46
1427,Car,3,267,9.028,91
1428,Car,4,199,12.037,44
1429,Car,3,298,8.082,117
1430,Car,3,297,8.037,114
1431,Car,4,200,12.036,45
1432,Car,3,298,8.025,109
1433,Car,3,298,8.032,111
1434,Car,4,200,12.005,44
1435,Car,3,299,8.047,109
1436,Car,4,200,11.999,46
1437,Car,4,200,12.018,46
1438,Car,4,200,11.996,46
1439,Car,3,299,8.063,109
1440,Car,4,200,12.018,47
1441,Car,4,200,12.035,47
1442,Car,3,299,8.051,110
1443,Car,3,298,8.022,112
1444,Car,3,299,8.056,112
1445,Car,4,200,12.023,45
1446,Car,4,200,12.039,44
1447,Car,4,200,11.993,43
1448,Car,4,200,11.995,42
1449,Car,3,299,8.013,108
1450,Car,3,299,8.004,107
1451,Car,3,299,8.017,107
1452,Car,4,200,11.973,44
1453,Car,3,299,7.995,106
1454,Car,4,190,12.671,43
1455,Car,3,296,8.139,108
1456,Car,4,190,12.694,44
1457,Car,4,190,12.666,45
1458,Car,3,295,8.108,108
1459,Car,4,190,12.646,46
1460,Car,4,222,10.832,76
1461,Car,4,192,12.486,74
1462,Car,3,296,8.148,109
1463,Car,4,192,12.465,73
1464,Car,4,192,12.480,70
1465,Car,3,295,8.077,107
1466,Car,4,193,12.487,68
1467,Car,4,193,12.489,66
1468,Car,3,295,8.087,104
1469,Car,3,265,9.005,95
1470,Car,4,193,12.493,63
1471,Car,3,265,8.988,89
1472,Car,4,193,12.478,59
1473,Car,4,193,12.492,58
1474,Car,3,265,8.971,89
1475,Car,3,298,8.028,119
1476,Car,4,193,12.490,56
1477,Car,3,298,8.034,119
1478,Car,3,298,8.031,117
1479,Car,4,194,12.417,57
1480,Car,3,299,8.066,117
1481,Car,4,194,12.424,58
1482,Car,3,299,8.044,116
1483,Car,3,299,8.057,117
1484,Car,4,194,12.420,55
1485,Car,3,299,8.038,113
1486,Car,3,298,8.002,113
1487,Car,3,299,8.060,109
1488,Car,4,194,12.426,53
1489,Car,3,300,8.024,103
1490,Car,4,194,12.392,51
1491,Car,3,300,8.035,103
1492,Car,3,300,8.033,102
1493,Car,4,194,12.381,50
1494,Car,3,299,7.983,102
1495,Car,4,194,12.382,45
1496,Car,3,299,7.986,96
1497,Car,3,300,8.014,92
1498,Car,3,293,8.203,87
1499,Car,4,185,12.988,44
1500,Car,4,185,12.981,45
1501,Car,3,293,8.205,87
1502,Car,3,293,8.220,87
1503,Car,4,185,12.997,42
1504,Car,4,217,11.035,72
1505,Car,3,293,8.160,83
1506,Car,4,218,11.045,70
1507,Car,4,218,11.050,70
1508,Car,3,293,8.150,86
1509,Car,4,218,11.020,69
1510,Car,3,326,7.390,117
1511,Car,3,326,7.370,116
1512,Car,3,326,7.358,116
1513,Car,4,218,11.014,71
1514,Car,4,218,11.029,70
1515,Car,3,327,7.370,114
1516,Plus Bus,2,56,42.397,0
1517,Car,3,327,7.369,114
1518,Car,4,218,11.006,70
1519,Car,4,188,12.792,60
1520,Car,4,188,12.825,56
1521,Car,3,297,8.099,103
1522,Car,4,189,12.755,54
1523,Car,4,189,12.756,54
1524,Car,4,189,12.737,55
1525,Car,3,296,8.091,102
1526,Car,3,296,8.129,104
1527,Car,3,296,8.148,104
1528,Car,3,295,8.098,105
1529,Car,4,189,12.743,55
1530,Car,3,295,8.102,106
1531,Car,3,295,8.121,104
1532,Car,3,295,8.085,105
1533,Car,4,189,12.717,52
1534,Car,3,295,8.099,103
1535,Car,3,295,8.086,102
1536,Car,4,189,12.705,52
1537,Car,3,295,8.089,101
1538,Car,3,295,8.096,95
1539,Car,4,189,12.721,52
1540,Car,4,189,12.712,54
1541,Car,4,190,12.689,51
1542,Car,3,288,8.326,91
1543,Car,4,181,13.322,48
1544,Car,3,288,8.304,91
1545,Car,4,181,13.316,48
1546,Car,3,288,8.289,88
1547,Car,4,181,13.325,50
1548,Car,3,288,8.302,87
1549,Car,4,213,11.319,81
1550,Car,4,213,11.316,80
1551,Car,4,213,11.314,80
1552,Car,3,288,8.320,89
1553,Car,4,213,11.282,80
1554,Car,4,213,11.284,81
1555,Car,3,321,7.508,118
1556,Car,4,214,11.245,78
1557,Car,4,214,11.266,78
1558,Car,3,320,7.470,114
1559,Car,4,214,11.251,76
1560,Car,4,214,11.244,74
1561,Car,4,214,11.260,74
1562,Car,4,214,11.266,71
1563,Car,4,214,11.249,71
1564,Car,4,184,13.065,49
1565,Car,3,282,8.474,101
1566,Car,3,283,8.506,97
1567,Car,3,283,8.516,95
1568,Car,4,184,13.095,47
1569,Car,4,184,13.067,46
1570,Car,4,184,13.028,45
1571,Car,3,283,8.512,91
1572,Car,4,184,13.051,46
1573,Car,4,184,13.087,45
1574,Car,4,184,13.029,45
1575,Car,4,184,13.064,45
1576,Car,4,185,13.030,42
1577,Car,4,217,11.082,71
1578,Car,4,217,11.069,69
1579,Bus,4,219,10.998,69
1580,Plus Bus,2,60,39.880,0
1581,Car,4,217,11.034,72
1582,Car,4,218,11.056,72
1583,Car,3,283,8.489,91
1584,Car,4,218,11.022,72
1585,Car,4,218,11.001,74
1586,Car,3,273,8.781,90
1587,Car,4,219,11.007,76
1588,Car,3,273,8.773,86
1589,Car,3,273,8.795,86
1590,Car,4,218,11.045,74
1591,Car,4,218,11.052,73
1592,Car,4,218,11.044,74
1593,Car,4,218,11.030,72
1594,Car,3,273,8.813,84
1595,Car,4,218,11.003,71
1596,Car,4,218,11.050,72
1597,Car,3,273,8.790,86
1598,Car,4,218,11.024,72
1599,Car,3,273,8.777,87
1600,Car,4,218,11.040,72
1601,Car,4,218,11.010,73
1602,Car,4,218,11.012,73
1603,Car,4,218,11.038,72
1604,Car,3,273,8.775,84
1605,Car,4,218,10.997,72
1606,Car,4,218,11.056,71
1607,Car,3,273,8.793,83
1608,Car,4,216,11.159,72
1609,Car,4,216,11.092,69
1610,Car,3,231,10.378,70
1611,Car,4,217,11.109,69
1612,Car,3,231,10.402,68
1613,Car,3,231,10.369,65
1614,Car,3,231,10.390,63
1615,Car,4,217,11.103,68
1616,Car,4,217,11.083,67
1617,Car,4,217,11.075,68
1618,Car,4,217,11.081,70
1619,Car,4,217,11.087,69
1620,Car,4,217,11.096,70
1621,Car,4,217,11.036,69
1622,Car,3,231,10.317,59
1623,Car,3,231,10.311,59
1624,Car,3,232,10.384,57
1625,Car,3,265,9.097,86
1626,Car,3,265,9.080,85
1627,Car,3,265,9.062,78
1628,Car,3,265,9.061,77
1629,Car,4,217,11.053,70
1630,Car,4,217,11.031,69
1631,Car,4,218,11.027,67
1632,Car,4,218,11.037,65
1633,Car,4,218,11.062,66
1634,Car,4,218,11.021,66
1635,Car,4,218,11.046,64
1636,Car,4,218,11.041,64
1637,Car,3,265,9.081,78
1638,Car,3,265,9.058,79
1639,Car,4,218,11.015,64
1640,Car,3,265,9.044,80
1641,Car,4,218,11.026,65
1642,Car,4,218,11.015,63
1643,Car,3,265,9.066,82
1644,Car,4,250,9.593,93
1645,Car,4,250,9.588,92
1646,Car,4,251,9.590,92
1647,Plus Bus,1,58,41.311,0
1648,Car,3,265,9.055,85
1649,Car,3,266,9.058,87
1650,Car,4,251,9.608,91
1651,Car,3,266,9.063,88
1652,Car,3,218,10.922,69
1653,Car,3,218,10.939,68
1654,Car,3,219,11.010,66
1655,Car,3,218,10.938,62
1656,Car,4,211,11.418,71
1657,Car,3,218,10.941,62
1658,Car,4,211,11.409,69
1659,Car,3,218,10.948,61
1660,Car,3,219,10.982,61
1661,Car,3,219,10.937,60
1662,Car,4,211,11.413,68
1663,Car,4,211,11.413,69
1664,Car,4,211,11.410,69
1665,Car,3,219,10.919,59
1666,Car,3,252,9.503,87
1667,Car,4,211,11.387,71
1668,Car,3,253,9.512,85
1669,Car,3,253,9.521,83
1670,Car,4,211,11.387,71
1671,Car,4,212,11.359,72
1672,Car,4,212,11.333,75
1673,Car,3,253,9.531,80
1674,Car,4,212,11.369,76
1675,Car,3,252,9.498,79
1676,Car,3,252,9.490,78
1677,Car,4,212,11.348,77
1678,Car,4,212,11.367,77
1679,Car,4,212,11.353,77
1680,Car,3,253,9.515,79
1681,Car,4,212,11.328,76
1682,Car,3,253,9.489,74
1683,Car,4,212,11.344,78
1684,Car,4,212,11.339,78
1685,Car,4,212,11.336,78
1686,Car,4,245,9.837,107
1687,Car,4,245,9.841,103
1688,Car,3,253,9.501,72
1689,Car,3,252,9.463,72
1690,Car,4,245,9.839,102
1691,Car,4,245,9.813,101
1692,Car,3,253,9.490,70
1693,Car,3,253,9.506,67
1694,Car,4,245,9.812,96
1695,Car,3,253,9.517,64
1696,Car,4,202,11.894,74
1697,Car,4,202,11.916,74
1698,Car,4,202,11.905,74
1699,Car,3,210,11.462,50
1700,Car,3,210,11.393,51
1701,Car,3,210,11.396,51
1702,Car,3,210,11.399,50
1703,Car,3,211,11.396,48
1704,Car,4,202,11.922,73
1705,Car,3,211,11.401,48
1706,Car,4,202,11.901,73
1707,Car,4,202,11.886,71
1708,Car,4,203,11.862,69
1709,Car,3,211,11.412,48
1710,Car,4,203,11.854,69
1711,Car,3,243,9.833,75
1712,Car,4,203,11.878,68
1713,Car,3,243,9.843,73
1714,Car,4,203,11.859,68
1715,Car,3,244,9.877,70
1716,Car,4,203,11.870,69
1717,Car,4,203,11.858,69
1718,Car,3,244,9.877,68
1719,Car,4,203,11.826,68
1720,Car,4,203,11.792,68
1721,Car,3,244,9.858,68
1722,Plus Bus,2,89,27.049,23
1723,Car,3,244,9.857,68
1724,Car,4,204,11.817,69
1725,Car,3,244,9.870,67
1726,Car,4,236,10.206,99
1727,Car,4,236,10.214,100
1728,Car,4,236,10.209,94
1729,Car,3,243,9.813,68
1730,Car,4,236,10.191,94
1731,Car,3,244,9.851,67
1732,Car,4,236,10.174,91
1733,Car,4,236,10.147,92
1734,Car,3,244,9.861,67
1735,Car,3,244,9.840,62
1736,Car,3,244,9.766,58
1737,Car,3,245,9.822,57
1738,Car,4,236,10.172,91
1739,Car,4,236,10.176,90
1740,Car,3,235,10.262,48
1741,Car,3,234,10.173,45
1742,Car,3,235,10.247,39
1743,Car,3,235,10.253,33
1744,Car,4,229,10.511,87
1745,Car,4,229,10.494,86
1746,Car,3,235,10.238,34
1747,Car,3,205,11.718,27
1748,Car,4,229,10.497,81
1749,Car,4,230,10.484,79
1750,Car,4,230,10.461,78
1751,Car,3,205,11.743,22
1752,Car,4,200,12.027,71
1753,Car,3,205,11.722,23
1754,Car,3,238,10.121,53
1755,Car,3,238,10.118,52
1756,Car,4,200,12.016,68
1757,Car,3,238,10.109,51
1758,Car,3,238,10.103,50
1759,Car,3,238,10.094,50
1760,Car,4,200,12.012,66
1761,Car,4,200,12.040,66
1762,Car,3,238,10.062,49
1763,Car,4,200,12.006,65
1764,Car,4,200,11.980,64
1765,Car,3,239,10.091,49
1766,Car,4,201,11.972,65
1767,Car,4,201,11.956,64
1768,Car,3,239,10.092,48
1769,Car,3,238,10.023,47
1770,Car,4,233,10.307,95
1771,Car,4,233,10.304,91
1772,Car,3,238,10.037,47
1773,Car,4,233,10.327,89
1774,Car,4,233,10.296,88
1775,Car,4,233,10.293,88
1776,Car,4,233,10.303,86
1777,Car,4,234,10.284,83
1778,Car,4,234,10.283,82
1779,Car,3,238,10.050,45
